order_id,quantity,item_name,choice_description,item_price,Quartile
1076,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75,medium-cost
1076,1,Chips,,2.15,low-cost
1076,1,6 Pack Soft Drink,[Coke],6.49,low-cost
1077,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Cheese, Black Beans, Lettuce]]",9.25,low-cost
1077,1,Carnitas Soft Tacos,"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]",9.25,low-cost
1078,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1078,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1079,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75,medium-cost
1079,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.75,medium-cost
1080,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1080,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1081,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1081,1,Chips,,2.15,low-cost
1081,1,Canned Soft Drink,[Nestea],1.25,low-cost
1082,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1082,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25,low-cost
1082,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]",11.25,medium-cost
1083,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]",8.75,low-cost
1083,2,Chips and Fresh Tomato Salsa,,5.9,low-cost
1084,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1084,1,Chips and Guacamole,,4.45,low-cost
1085,1,Steak Soft Tacos,"[Fresh Tomato Salsa, Sour Cream]",9.25,low-cost
1085,1,Carnitas Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,low-cost
1085,1,Chips and Guacamole,,4.45,low-cost
1086,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1086,1,Chips and Guacamole,,4.45,low-cost
1087,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1087,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1087,1,Chips,,2.15,low-cost
1088,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]",11.89,medium-cost
1088,1,Chicken Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole]]",11.25,medium-cost
1089,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75,low-cost
1089,1,Chips and Tomatillo Red Chili Salsa,,2.95,low-cost
1089,1,Bottled Water,,1.5,low-cost
1090,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]",8.75,low-cost
1090,2,Chips,,4.3,low-cost
1091,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,low-cost
1091,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25,medium-cost
1091,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1092,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75,medium-cost
1092,1,Chips,,2.15,low-cost
1092,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
1093,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1093,1,Bottled Water,,1.09,low-cost
1094,1,Veggie Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49,low-cost
1094,1,Veggie Salad,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49,low-cost
1095,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1095,1,Izze,[Blackberry],3.39,low-cost
1095,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese]]",8.99,low-cost
1096,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,medium-cost
1096,1,Chips and Guacamole,,3.99,low-cost
1097,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,medium-cost
1097,1,Chips,,2.15,low-cost
1097,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",8.75,low-cost
1097,1,Chips and Guacamole,,4.45,low-cost
1097,2,Canned Soft Drink,[Diet Coke],2.5,low-cost
1098,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Guacamole]]",11.48,medium-cost
1098,1,Canned Soda,[Sprite],1.09,low-cost
1099,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1099,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1100,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",16.98,medium-cost
1101,1,Chips and Guacamole,,3.99,low-cost
1101,1,Veggie Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,medium-cost
1101,1,Canned Soda,[Sprite],1.09,low-cost
1102,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",8.75,low-cost
1102,1,Chips and Fresh Tomato Salsa,,2.95,low-cost
1102,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans]]",8.75,low-cost
1103,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",8.75,low-cost
1103,1,Chips and Fresh Tomato Salsa,,2.95,low-cost
1103,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,low-cost
1104,1,Chicken Bowl,"[Fresh Tomato Salsa, [Cheese, Guacamole, Sour Cream, Fajita Vegetables, Rice]]",11.25,medium-cost
1104,1,Chips,,2.15,low-cost
1105,1,Steak Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream]]",9.25,low-cost
1105,1,Chips and Guacamole,,4.45,low-cost
1106,1,Chips and Guacamole,,4.45,low-cost
1106,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25,low-cost
1106,1,Barbacoa Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",11.75,medium-cost
1107,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75,medium-cost
1107,1,Chips,,2.15,low-cost
1108,1,Carnitas Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25,low-cost
1108,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,low-cost
1109,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1109,1,6 Pack Soft Drink,[Diet Coke],6.49,low-cost
1110,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,low-cost
1110,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1110,1,Chips and Fresh Tomato Salsa,,2.95,low-cost
1111,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,medium-cost
1111,1,Chips and Guacamole,,3.99,low-cost
1112,1,Bottled Water,,1.5,low-cost
1112,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",9.25,low-cost
1112,1,Chips,,2.15,low-cost
1113,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]",8.75,low-cost
1113,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]",11.25,medium-cost
1114,1,Steak Salad Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.89,medium-cost
1114,1,Chips and Guacamole,,4.45,low-cost
1114,1,Bottled Water,,1.5,low-cost
1114,1,Canned Soft Drink,[Coke],1.25,low-cost
1115,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1115,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1115,1,Chips and Guacamole,,4.45,low-cost
1116,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
1116,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,medium-cost
1117,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",8.49,low-cost
1117,1,Canned Soda,[Diet Dr. Pepper],1.09,low-cost
1117,1,Bottled Water,,1.09,low-cost
1117,1,Side of Chips,,1.69,low-cost
1118,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1118,1,Nantucket Nectar,[Apple],3.39,low-cost
1119,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1119,1,Side of Chips,,1.69,low-cost
1120,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1120,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1121,3,Bottled Water,,3.27,low-cost
1121,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce]]",8.99,low-cost
1122,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1122,1,Canned Soda,[Coca Cola],1.09,low-cost
1123,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,medium-cost
1123,1,Side of Chips,,1.69,low-cost
1124,1,Chips and Guacamole,,3.99,low-cost
1124,1,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Cheese, Sour Cream]]",8.49,low-cost
1124,1,Canned Soda,[Coca Cola],1.09,low-cost
1125,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,low-cost
1125,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,low-cost
1126,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1126,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]",8.75,low-cost
1127,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",9.25,low-cost
1127,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1128,1,Nantucket Nectar,[Peach Orange],3.39,low-cost
1128,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.99,low-cost
1128,1,Steak Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Cheese, Sour Cream]]",8.99,low-cost
1128,1,Chips and Fresh Tomato Salsa,,2.39,low-cost
1129,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25,low-cost
1129,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",8.75,low-cost
1130,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",9.25,low-cost
1130,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Sour Cream]]",9.25,low-cost
1131,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Cheese, Lettuce]]",8.99,low-cost
1131,1,Chips and Guacamole,,3.99,low-cost
1131,1,Chips and Tomatillo-Green Chili Salsa,,2.39,low-cost
1132,1,Veggie Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1132,1,Canned Soda,[Diet Coke],1.09,low-cost
1132,1,Veggie Soft Tacos,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1133,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1133,1,Nantucket Nectar,[Apple],3.39,low-cost
1134,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Lettuce, Guacamole]]",11.25,medium-cost
1134,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
1135,1,Steak Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream]]",8.99,low-cost
1135,1,Chips and Guacamole,,3.99,low-cost
1136,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1136,2,Chips and Guacamole,,8.9,low-cost
1136,1,6 Pack Soft Drink,[Diet Coke],6.49,low-cost
1137,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1137,1,Steak Crispy Tacos,"[Tomatillo Red Chili Salsa, [Cheese, Sour Cream]]",9.25,low-cost
1138,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]",11.25,medium-cost
1138,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1139,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]",11.25,medium-cost
1139,1,Canned Soft Drink,[Sprite],1.25,low-cost
1140,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]",8.75,low-cost
1140,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Pinto Beans, Cheese, Sour Cream]]",9.25,low-cost
1140,1,Chips and Guacamole,,4.45,low-cost
1140,1,Canned Soft Drink,[Coke],1.25,low-cost
1141,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]",8.75,low-cost
1141,1,Canned Soft Drink,[Coke],1.25,low-cost
1141,1,Chips,,2.15,low-cost
1142,2,Steak Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",17.98,medium-cost
1142,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1143,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",8.75,low-cost
1143,1,Chips and Tomatillo Red Chili Salsa,,2.95,low-cost
1143,1,Canned Soft Drink,[Coke],1.25,low-cost
1144,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,medium-cost
1144,1,Bottled Water,,1.5,low-cost
1144,1,Bottled Water,,1.5,low-cost
1145,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans]]",8.75,low-cost
1145,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Sour Cream, Cheese, Lettuce]]",8.75,low-cost
1146,1,Carnitas Burrito,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Guacamole, Rice, Sour Cream, Cheese]]",11.08,medium-cost
1147,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1147,1,Side of Chips,,1.69,low-cost
1148,1,Carnitas Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1148,1,Side of Chips,,1.69,low-cost
1149,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Guacamole]]",10.98,medium-cost
1149,1,Chips and Guacamole,,3.99,low-cost
1149,1,Izze,[Blackberry],3.39,low-cost
1150,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]",11.75,medium-cost
1150,1,Chips,,2.15,low-cost
1151,1,Steak Burrito,"[Fresh Tomato Salsa, [Sour Cream, Rice, Guacamole, Lettuce]]",11.75,medium-cost
1151,1,Chips and Fresh Tomato Salsa,,2.95,low-cost
1152,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,low-cost
1152,1,Chicken Salad Bowl,"[Roasted Chili Corn Salsa, Cheese]",8.75,low-cost
1153,1,Carnitas Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1153,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1154,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1154,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1154,1,Chips and Guacamole,,4.45,low-cost
1155,1,Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1155,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
1156,2,Canned Soda,[Coca Cola],2.18,low-cost
1156,2,Canned Soda,[Sprite],2.18,low-cost
1156,1,Chips and Roasted Chili-Corn Salsa,,2.39,low-cost
1156,1,Chicken Crispy Tacos,"[Roasted Chili Corn Salsa (Medium), [Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1156,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1156,1,Chips and Fresh Tomato Salsa,,2.39,low-cost
1157,1,Veggie Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]",11.25,medium-cost
1157,1,Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",8.75,low-cost
1158,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]",11.75,medium-cost
1158,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Lettuce, Guacamole]]",11.75,medium-cost
1159,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1159,1,Chips and Guacamole,,4.45,low-cost
1159,1,Chips,,2.15,low-cost
1160,1,Chicken Bowl,"[Fresh Tomato (Mild), [Rice, Sour Cream, Cheese]]",8.19,low-cost
1160,1,Chicken Bowl,"[Fresh Tomato (Mild), [Guacamole, Rice]]",10.58,medium-cost
1161,1,Chips and Guacamole,,4.45,low-cost
1161,1,Steak Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",9.25,low-cost
1162,1,Bottled Water,,1.09,low-cost
1162,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce]]",8.99,low-cost
1163,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1163,1,Bottled Water,,1.5,low-cost
1164,1,Carnitas Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1164,1,Chips and Guacamole,,3.99,low-cost
1165,1,Chips and Guacamole,,4.45,low-cost
1165,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]",11.75,medium-cost
1165,1,Chips,,2.15,low-cost
1166,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1166,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",8.75,low-cost
1166,1,Chips and Guacamole,,4.45,low-cost
1167,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese]]",8.75,low-cost
1167,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25,low-cost
1167,3,Chips,,6.45,low-cost
1167,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75,low-cost
1168,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1168,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
1169,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,low-cost
1169,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
1170,2,Chicken Bowl,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",21.96,high-cost
1170,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese]]",8.99,low-cost
1170,3,Side of Chips,,5.07,low-cost
1170,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1171,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",9.25,low-cost
1171,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
1171,1,Chips and Guacamole,,4.45,low-cost
1172,1,Nantucket Nectar,[Peach Orange],3.39,low-cost
1172,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1173,1,Carnitas Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
1173,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
1174,2,Chicken Burrito,"[Fresh Tomato Salsa, [Cheese, Rice, Black Beans, Lettuce]]",17.5,medium-cost
1175,2,Steak Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",22.96,high-cost
1176,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce]]",8.75,low-cost
1176,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
1176,1,Steak Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]",11.89,medium-cost
1176,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole]]",11.25,medium-cost
1177,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]",8.49,low-cost
1177,1,Side of Chips,,1.69,low-cost
