item_name,item_price
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Soft Tacos,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Veggie Salad Bowl,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Salad Bowl,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Veggie Soft Tacos,8.75
Chicken Bowl,8.75
Veggie Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Barbacoa Bowl,8.69
Barbacoa Bowl,8.69
Barbacoa Burrito,8.69
Steak Crispy Tacos,8.69
Steak Salad,8.69
Steak Bowl,8.69
Steak Burrito,8.69
Steak Bowl,8.69
Barbacoa Bowl,8.69
Steak Burrito,8.69
Steak Burrito,8.69
Carnitas Burrito,8.69
Steak Burrito,8.69
Steak Burrito,8.69
Steak Burrito,8.69
Steak Burrito,8.69
Carnitas Burrito,8.69
Steak Burrito,8.69
Barbacoa Burrito,8.69
Chicken Bowl,8.5
Chicken Bowl,8.5
Chips and Guacamole,8.5
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Veggie Crispy Tacos,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Veggie Salad,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Veggie Soft Tacos,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Crispy Tacos,8.49
Veggie Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Soft Tacos,8.49
Chicken Soft Tacos,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Salad,8.49
Chicken Salad,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Soft Tacos,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Salad,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Salad,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Crispy Tacos,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Veggie Salad,8.49
Chicken Bowl,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Veggie Burrito,8.49
Veggie Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Salad,8.49
Veggie Burrito,8.49
Veggie Burrito,8.49
Chicken Crispy Tacos,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Salad,8.49
Chicken Bowl,8.49
Chicken Crispy Tacos,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Crispy Tacos,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Veggie Soft Tacos,8.49
Chicken Crispy Tacos,8.49
Chicken Soft Tacos,8.49
Chicken Soft Tacos,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Bowl,8.49
Chicken Salad,8.49
Veggie Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Crispy Tacos,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Veggie Salad,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Veggie Bowl,8.49
Veggie Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Veggie Salad,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Soft Tacos,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Crispy Tacos,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Salad,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Burrito,8.49
Chicken Bowl,8.49
Veggie Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Veggie Bowl,8.49
Chicken Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Chicken Burrito,8.49
Chicken Bowl,8.49
Veggie Burrito,8.49
Chicken Soft Tacos,8.49
Chicken Burrito,8.49
Chicken Burrito,8.19
Chicken Burrito,8.19
Chicken Burrito,8.19
Chicken Burrito,8.19
Chicken Burrito,8.19
Chicken Burrito,8.19
Chicken Bowl,8.19
Chicken Burrito,8.19
Chicken Bowl,8.19
Chicken Burrito,8.19
Chicken Salad,8.19
Chicken Burrito,8.19
Chicken Burrito,8.19
Chicken Bowl,8.19
Chips and Guacamole,7.98
Bottled Water,7.5
Salad,7.4
Salad,7.4
Burrito,7.4
Burrito,7.4
Burrito,7.4
Crispy Tacos,7.4
Burrito,7.4
Bowl,7.4
Burrito,7.4
Crispy Tacos,7.4
Burrito,7.4
Chips and Tomatillo-Red Chili Salsa,7.17
Chips and Tomatillo-Red Chili Salsa,7.17
Nantucket Nectar,6.78
Nantucket Nectar,6.78
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
6 Pack Soft Drink,6.49
Chips,6.45
Bottled Water,6.0
Bottled Water,6.0
Chips and Tomatillo Red Chili Salsa,5.9
Chips and Tomatillo Green Chili Salsa,5.9
Chips and Tomatillo Red Chili Salsa,5.9
Chips and Fresh Tomato Salsa,5.9
Chips and Fresh Tomato Salsa,5.9
Chips and Fresh Tomato Salsa,5.9
Chips and Tomatillo Green Chili Salsa,5.9
Chips and Roasted Chili Corn Salsa,5.9
Side of Chips,5.07
Canned Soft Drink,5.0
Canned Soft Drink,5.0
Canned Soft Drink,5.0
Chips and Tomatillo-Green Chili Salsa,4.78
Chips and Tomatillo-Green Chili Salsa,4.78
Chips and Tomatillo-Red Chili Salsa,4.78
Bottled Water,4.5
Bottled Water,4.5
Bottled Water,4.5
Bottled Water,4.5
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
Chips and Guacamole,4.45
